scalerS16b	IPM2C21A	IPM2C24A	
1631	1.17405e+07	25.7725	24.8072
1525	1.38034e+07	26.2698	25.2796
1502	1.26857e+07	24.531	23.6133
1515	1.31446e+07	24.2092	23.3001
1500	1.36307e+07	24.284	23.3771
1503	1.37675e+07	24.0532	23.1511
1406	1.36623e+07	24.0012	23.1511
1422	1.37681e+07	22.6167	21.7673
1410	1.35713e+07	22.7695	21.9136
1390	1.35713e+07	22.5485	21.7005
1403	1.37788e+07	22.2528	21.4129
1343	1.34688e+07	22.2528	21.4129
1351	1.25563e+07	21.7523	20.9303
1338	1.2084e+07	21.4305	20.6273
1351	1.08144e+07	21.3428	20.5426
1321	1.27413e+07	21.3428	20.5426
1304	1.17188e+07	21.2095	20.4168
1320	1.33854e+07	20.7512	19.9726
1348	1.21083e+07	20.7512	19.9726
1322	1.28013e+07	21.1575	20.3603
1302	1.26954e+07	21.3428	20.5426
1282	1.13696e+07	20.6082	19.8339
1278	1.01494e+07	20.4295	19.667
1308	9.23993e+06	20.2962	19.5387
1314	1.27442e+07	20.2962	19.5387
1314	8.63557e+06	20.8293	20.0522
1305	1.28187e+07	20.6147	19.8468
1273	1.30455e+07	20.8162	20.0393
1273	1.30455e+07	20.449	19.6825
1269	1.30455e+07	20.0525	19.3025
1275	1.31669e+07	20.0525	19.3025
1284	1.25234e+07	20.1273	19.3718
1266	1.35629e+07	20.228	19.4668
1279	1.18717e+07	19.9257	19.1818
1295	1.35462e+07	20.202	19.4488
1285	1.37805e+07	20.4392	19.6722
1284	1.3251e+07	20.28	19.513
1261	1.31057e+07	20.3482	19.5875
1258	1.32756e+07	20.059	19.305
1267	1.38012e+07	19.9713	19.2254
1269	1.35828e+07	19.8575	19.1099
1286	1.38056e+07	20.0623	19.3076
1277	1.38056e+07	20.2962	19.5361
1282	1.34904e+07	20.2085	19.4514
1266	1.34904e+07	20.3515	19.59
1267	1.36535e+07	20.1922	19.436
1268	1.35454e+07	19.9583	19.2126
1240	1.26486e+07	20.033	19.2845
1264	1.33066e+07	19.7113	18.9764
1257	1.36435e+07	19.7957	19.0586
1262	1.38015e+07	19.9225	19.1767
1258	1.37179e+07	19.8445	19.1048
1274	1.3536e+07	19.9095	19.1664
1282	1.34568e+07	19.9095	19.1664
1274	1.34568e+07	20.2995	19.5387
1279	1.38038e+07	20.176	19.4283
1268	1.38038e+07	20.176	19.4283
1278	1.2598e+07	20.072	19.3204
1288	1.24445e+07	20.1305	19.3769
1288	1.24445e+07	20.306	19.5438
1257	1.36047e+07	20.306	19.5438
1289	1.37821e+07	19.8673	19.1227
1261	1.37821e+07	20.306	19.5387
1265	1.37821e+07	19.8542	19.1073
1265	1.37821e+07	19.9875	19.2357
1175	1.32743e+07	19.9875	19.2357
954	1.34107e+07	18.5607	17.8775
961	1.35888e+07	14.651	14.1084
958	1.3774e+07	14.7192	14.1752
968	1.3774e+07	14.638	14.0956
943	1.34429e+07	14.7615	14.2111
837	1.37761e+07	14.7615	14.2111
839	1.37761e+07	12.7758	12.3035
844	1.36047e+07	9.1676	12.0159
825	1.38016e+07	12.7205	12.2495
802	1.38016e+07	12.4293	11.9671
780	1.38016e+07	12.2564	11.8028
779	1.38016e+07	11.6818	11.2508
791	1.35534e+07	11.7377	11.3021
782	1.32864e+07	11.8482	11.41
767	1.37522e+07	11.7962	11.41
735	1.37522e+07	11.8534	11.41
741	1.36817e+07	11.1163	10.7065
731	1.38087e+07	11.011	10.6063
737	1.36254e+07	10.8784	10.4805
722	1.36254e+07	10.9642	10.5601
714	1.35327e+07	10.9642	10.5601
705	1.29782e+07	10.5313	10.1442
706	1.38078e+07	10.5313	7.38413
708	1.38078e+07	10.3662	9.98039
708	1.38078e+07	10.3662	9.98039
691	1.31219e+07	10.3662	9.98039
690	1.35012e+07	10.0945	9.7185
695	1.28067e+07	10.1465	9.76985
693	1.3749e+07	10.1465	9.76985
694	1.3749e+07	10.1465	9.76985
675	1.3749e+07	10.1465	9.76985
683	1.36345e+07	9.9255	9.55829
673	1.30054e+07	10.0542	9.67947
677	1.35404e+07	9.8605	9.49667
676	1.1474e+07	9.9151	9.54699
672	1.35459e+07	9.9151	9.54699
681	1.30813e+07	9.8111	9.44635
679	1.34578e+07	9.8111	9.44635
681	1.35335e+07	9.9073	9.54083
676	1.36336e+07	9.7734	9.40835
685	1.38068e+07	9.841	9.4751
677	1.3092e+07	9.9515	9.58191
687	1.3802e+07	9.841	9.47613
677	1.3802e+07	9.9125	9.54494
672	1.3802e+07	9.7682	9.40629
684	1.3802e+07	9.6993	9.34056
685	1.3384e+07	9.8852	9.51721
680	1.36525e+07	9.8852	9.51721
674	1.36525e+07	9.9554	9.58602
683	1.31309e+07	9.867	9.5018
690	1.3331e+07	9.867	9.5018
698	1.27114e+07	9.9853	9.61477
696	1.37838e+07	10.1244	9.74931
692	1.37838e+07	10.2232	9.84071
698	1.36847e+07	10.2232	9.84071
698	1.36847e+07	10.1101	9.73391
684	1.38086e+07	10.1101	9.73391
679	1.26206e+07	9.9762	9.60553
683	1.3331e+07	9.8293	9.4638
687	1.3331e+07	9.9749	9.6045
686	1.37175e+07	9.9749	9.6045
691	1.35307e+07	9.9749	9.6045
683	1.26091e+07	10.0659	9.68872
690	1.31454e+07	9.9112	9.54083
681	1.36092e+07	10.0516	9.67742
680	1.37938e+07	9.8917	9.52234
687	1.32616e+07	9.8917	9.52234
696	1.37997e+07	10.01	9.63634
696	1.37997e+07	10.01	9.63634
694	1.34756e+07	10.1855	9.8058
690	1.37897e+07	10.1244	9.74828
691	1.36948e+07	10.0204	9.64764
689	1.38081e+07	9.9632	9.59321
664	1.38081e+07	10.0269	9.6538
661	1.38081e+07	9.867	9.50078
642	1.38081e+07	9.4341	9.08279
653	1.31967e+07	9.3574	9.0109
656	1.3806e+07	9.2924	8.9462
653	1.3806e+07	9.4107	9.06327
650	1.34721e+07	9.4107	9.06327
644	1.37934e+07	9.4107	9.06327
650	1.00781e+07	9.4107	9.06327
649	1.3801e+07	9.2482	8.90512
650	1.3801e+07	9.4094	9.06019
653	1.3801e+07	9.3496	9.00268
652	1.33301e+07	9.4458	9.09614
652	1.33301e+07	9.3899	9.03965
646	1.35444e+07	9.4991	9.14749
648	1.3808e+07	9.3639	9.01809
650	1.32997e+07	9.3639	9.01809
641	1.38063e+07	9.3639	9.01809
647	1.35101e+07	9.3106	8.96571
643	1.3794e+07	9.3106	8.96571
655	1.3794e+07	9.3106	8.96571
651	1.3794e+07	9.3106	8.96571
660	1.3794e+07	9.3951	9.04582
645	1.3794e+07	9.5485	9.1937
652	1.3794e+07	9.4211	9.07354
663	1.3794e+07	9.4211	9.07354
654	1.31448e+07	9.6265	9.26765
656	1.38106e+07	9.5433	9.18651
663	1.38106e+07	9.4887	9.13619
666	1.31929e+07	9.5407	9.13619
651	1.36079e+07	9.6811	9.319
647	1.36079e+07	9.5368	9.18035
646	1.35185e+07	9.4315	9.08176
657	1.3067e+07	9.2716	8.92668
656	1.37323e+07	9.4432	9.09203
653	1.37323e+07	9.4432	9.09203
644	1.32454e+07	9.4432	9.09203
647	1.3812e+07	9.2989	8.95441
641	1.25865e+07	9.2989	8.95441
655	1.0228e+07	9.1819	8.84247
637	1.37233e+07	9.3314	8.9842
648	1.37233e+07	9.3314	8.9842
638	1.37233e+07	9.191	8.85069
638	1.36171e+07	9.321	8.9729
638	1.36171e+07	9.2053	8.86404
634	1.37295e+07	9.2053	8.86404
647	1.38051e+07	9.1377	8.80036
634	1.38051e+07	9.2885	8.94414
653	1.36303e+07	9.1247	8.78701
648	1.36303e+07	9.3873	9.04068
649	1.38072e+07	9.3288	8.98317
630	1.38072e+07	9.3288	8.98317
646	1.36883e+07	9.1208	8.78188
644	1.3811e+07	9.2898	8.94722
643	1.3811e+07	9.2898	8.94722
657	1.3811e+07	9.2898	8.94722
648	1.35834e+07	9.4783	9.12695
652	1.37997e+07	9.3496	9.00165
651	1.36227e+07	9.4016	9.05198
648	1.38077e+07	9.3093	8.96263
650	1.37092e+07	9.4107	9.06225
653	1.3789e+07	9.4107	9.06225
647	1.25815e+07	9.4939	9.14235
645	1.31304e+07	9.4939	9.14235
643	1.38062e+07	9.3509	9.00268
650	1.38062e+07	9.3509	9.00268
653	1.38062e+07	9.4419	9.091
645	1.38062e+07	9.5199	9.167
644	1.38062e+07	9.4224	9.07252
651	1.38062e+07	9.4224	9.07252
649	1.38062e+07	9.3106	8.96468
642	1.38062e+07	9.4094	9.05917
639	1.33435e+07	9.3301	8.9842
641	1.38072e+07	9.1741	8.83425
643	1.38072e+07	9.3314	8.98522
643	1.38072e+07	9.3314	8.98522
642	1.38072e+07	9.3314	8.98522
645	1.38072e+07	9.2612	8.91949
643	1.38072e+07	9.3535	9.00782
647	1.37097e+07	9.3535	9.00782
639	1.37097e+07	9.3535	9.00782
654	1.38089e+07	9.2196	8.87842
642	1.29954e+07	9.4536	9.10333
646	1.37755e+07	9.3145	8.96982
638	1.34355e+07	9.386	9.0376
635	1.37351e+07	9.3158	8.96879
595	1.38071e+07	9.2079	8.86609
548	1.38071e+07	8.7347	8.4101
512	1.38071e+07	7.8754	7.59056
477	1.38071e+07	7.2098	6.94663
481	1.33874e+07	6.4545	6.22362
419	1.38084e+07	6.5195	6.28319
424	1.24612e+07	5.7876	5.57969
425	1.38031e+07	5.5276	5.32808
425	1.34653e+07	5.6407	5.43694
421	1.37589e+07	5.5887	5.43694
427	1.35813e+07	5.5263	5.3291
428	1.381e+07	5.5887	5.3897
439	1.381e+07	5.5887	5.3897
430	1.381e+07	5.6524	5.44926
232	1.381e+07	5.733	5.52526
101	1.381e+07	5.3352	5.14527
99	1.36932e+07	0.5265	0.508365
97	1.20662e+07	0	0
100	1.3805e+07	0	0
103	1.3805e+07	0	0
103	1.3805e+07	0	0
104	1.3805e+07	0	0
103	1.3805e+07	0	0
104	1.3805e+07	0	0
106	1.3805e+07	0	0
103	1.37338e+07	0	0
108	1.29494e+07	0	0
104	1.32756e+07	0	0
102	1.32756e+07	0	0
127	1.3807e+07	0	0
439	1.31657e+07	0	0
440	1.36085e+07	0.78	1.5405
440	1.37911e+07	1.95	3.081
440	1.17326e+07	3.9	6.162
448	7.63936e+06	7.40662	8.96571
448	1.07252e+07	9.3769	8.57134
443	8.76132e+06	8.99405	5.61101
449	1.27775e+07	5.7759	5.61101
440	1.27775e+07	5.7759	5.53912
438	1.06355e+07	5.681	5.48007
438	1.36343e+07	5.681	5.48007
432	1.2793e+07	5.62575	5.42615
433	1.20675e+07	5.62575	5.42615
434	1.25207e+07	5.5692	5.37275
