scalerS16b	IPM2C21A	IPM2C24A	
7019	1.38902e+07	94.224	90.9203
7126	1.38902e+07	94.822	91.5057
7098	1.38902e+07	95.758	92.3889
7091	1.38902e+07	94.107	90.8073
7040	1.38902e+07	95.498	92.1322
7008	1.38902e+07	94.042	90.7149
6930	1.38902e+07	93.262	89.9857
6967	1.38902e+07	92.222	88.969
7052	1.38902e+07	93.704	90.4068
6973	1.38902e+07	94.289	90.9819
6892	1.38902e+07	93.236	89.9447
6966	1.38902e+07	92.144	88.9074
6885	1.38902e+07	92.95	89.6776
6925	1.38902e+07	92.209	88.969
6890	1.38902e+07	92.768	89.503
6931	1.38902e+07	92.079	88.8252
6894	1.38902e+07	92.898	89.6366
6787	1.38902e+07	92.157	88.9177
6919	1.38902e+07	91.065	87.8496
6935	1.38902e+07	92.365	89.0922
6890	1.38902e+07	93.119	89.8317
6864	1.38902e+07	92.196	88.9382
6931	1.38902e+07	92.066	88.8252
6894	1.38902e+07	92.755	89.4825
6894	1.38902e+07	93.015	89.7598
6894	1.38902e+07	92.469	89.2052
6868	1.38902e+07	92.144	88.9177
6969	1.38902e+07	93.392	90.1295
6885	1.38902e+07	91.91	88.6814
6970	1.38902e+07	93.704	90.4068
6941	1.38902e+07	93.548	90.263
6926	1.38902e+07	92.014	88.7636
7081	1.38902e+07	94.484	91.1257
7048	1.38902e+07	94.991	91.6392
6863	1.38902e+07	93.86	90.5506
6842	1.38902e+07	92.04	88.7944
6912	1.38902e+07	91.221	87.9831
6988	1.38902e+07	93.392	90.0987
7079	1.38902e+07	93.912	90.6019
6947	1.38902e+07	94.744	91.403
6922	1.38902e+07	92.287	89.0306
6822	1.38902e+07	92.599	89.3387
6987	1.38902e+07	91.663	88.4144
7050	1.38902e+07	93.34	90.0576
6870	1.38902e+07	94.146	90.8279
6971	1.38902e+07	92.079	88.8355
6955	1.38902e+07	93.496	90.1911
6803	1.38902e+07	92.794	89.5236
6952	1.38902e+07	91.325	88.0961
6959	1.38902e+07	92.651	89.3695
6934	1.38902e+07	93.392	90.109
6920	1.38902e+07	93.002	89.729
6877	1.38902e+07	92.222	88.9895
6804	1.38902e+07	92.404	89.1436
7010	1.38902e+07	90.597	87.408
7010	1.38902e+07	93.002	89.7393
7005	1.38902e+07	93.99	90.6944
6894	1.38902e+07	92.846	89.5749
6885	1.38902e+07	91.169	87.9728
6448	1.38902e+07	88.647	85.508
6412	1.38902e+07	84.903	81.9032
6426	1.38902e+07	85.137	82.1497
4403	1.38902e+07	74.165	71.6332
3713	1.38902e+07	46.865	45.188
3724	1.38902e+07	33.8065	44.1302
3766	1.38902e+07	46.683	44.9004
3750	1.38902e+07	47.3525	45.5474
3765	1.38902e+07	46.709	44.9312
3809	1.38902e+07	47.1445	45.3523
3838	1.38902e+07	47.892	46.0609
3764	1.38902e+07	47.5865	45.7734
3757	1.38902e+07	46.995	45.1983
3916	1.38902e+07	47.1835	45.3831
3919	1.38902e+07	49.2895	47.4063
3942	1.38902e+07	49.595	47.6939
3973	1.38902e+07	49.712	47.8068
3919	1.38902e+07	49.972	48.0636
4028	1.38902e+07	49.634	47.7247
4009	1.38902e+07	50.843	48.9057
4046	1.38902e+07	50.843	48.9057
4016	1.38902e+07	50.973	49.0187
4024	1.38902e+07	50.8625	48.916
4025	1.38902e+07	50.791	48.8441
4037	1.38902e+07	50.739	48.8441
4003	1.38902e+07	51.129	49.1625
4024	1.38902e+07	50.388	48.4539
4024	1.38902e+07	50.6285	48.6798
4054	1.38902e+07	51.259	49.3063
4136	1.38902e+07	52.0585	50.0662
4088	1.38902e+07	51.9545	49.9635
4080	1.38902e+07	51.831	49.8403
4045	1.38902e+07	50.9145	48.9571
4047	1.38902e+07	51.2525	49.296
4048	1.38902e+07	51.012	49.0495
4100	1.38902e+07	51.5385	49.5733
4099	1.38902e+07	52.2015	50.1998
4023	1.38902e+07	50.9795	49.0392
4049	1.38902e+07	50.9795	49.0392
4123	1.38902e+07	51.844	49.8608
4203	1.38902e+07	52.572	50.5695
4139	1.38902e+07	53.313	51.2678
4056	1.38902e+07	51.961	49.9944
4128	1.38902e+07	51.558	49.5938
4146	1.38902e+07	52.559	50.5489
4100	1.38902e+07	52.559	50.5489
4117	1.38902e+07	51.935	49.9533
4090	1.38902e+07	52.1755	50.1895
4102	1.38902e+07	51.701	49.7376
4206	1.38902e+07	51.9155	49.9225
4098	1.38902e+07	53.339	51.3089
4086	1.40251e+07	51.8375	49.8403
4064	1.39081e+07	51.8375	49.9019
4090	1.39081e+07	51.571	49.6041
4083	1.39081e+07	51.571	49.6041
4139	1.39081e+07	51.753	49.789
4167	1.39081e+07	52.494	50.4873
4157	1.39081e+07	52.494	50.4873
4157	1.39081e+07	52.897	50.8776
4104	1.39081e+07	52.13	50.1381
4164	1.39081e+07	52.5135	50.4976
4181	1.39081e+07	53.118	51.1035
4095	1.39081e+07	51.961	49.9841
4147	1.39081e+07	52.7345	50.7133
4122	1.39081e+07	52.208	50.2203
4065	1.39081e+07	52.156	50.1484
4087	1.39081e+07	51.2135	49.2446
4172	1.39081e+07	52.559	50.5489
4138	1.39081e+07	53.0075	50.9905
4144	1.39081e+07	52.2535	50.2614
4162	1.39081e+07	52.9815	50.9597
4127	1.39081e+07	52.572	50.5797
4129	1.39081e+07	52.4355	50.436
4156	1.39081e+07	52.2925	50.2922
4155	1.39081e+07	52.962	50.9495
4140	1.39081e+07	52.2795	50.2819
4192	1.39081e+07	52.611	50.6003
4077	1.39081e+07	52.9685	50.9495
4142	1.39081e+07	51.662	49.6965
4140	1.39081e+07	52.78	50.7646
4068	1.39081e+07	52.4615	50.4565
4068	1.39081e+07	51.6425	49.6554
4119	1.39081e+07	51.5255	49.5527
4232	1.39081e+07	52.273	50.2716
4149	1.39081e+07	53.8915	51.8327
4073	1.39081e+07	52.9685	50.9495
4092	1.39081e+07	51.636	49.6657
4096	1.39081e+07	51.7725	49.789
4138	1.39081e+07	51.7725	49.789
4138	1.39081e+07	52.416	50.4154
4151	1.39081e+07	52.637	50.6414
4013	1.39081e+07	51.4865	49.5322
4092	1.39081e+07	51.207	49.2446
4030	1.39081e+07	51.428	49.4706
4053	1.39081e+07	51.038	49.0906
3937	1.39081e+07	51.389	49.4192
3312	1.39081e+07	42.9975	41.3676
3293	1.39081e+07	40.17	38.6357
3321	1.39081e+07	40.43	28.6995
3273	1.39081e+07	40.105	38.5844
3248	1.39081e+07	40.04	38.5125
2989	1.39081e+07	37.3555	35.945
3005	1.39081e+07	35.88	34.5226
2987	1.39081e+07	35.88	34.5226
3045	1.39081e+07	35.958	34.5996
3026	1.39081e+07	36.582	35.1902
2920	1.39081e+07	35.802	34.4456
2871	1.39081e+07	34.489	33.1772
2852	1.4e+07	33.9625	32.674
2908	1.38932e+07	33.7545	32.484
2877	1.38932e+07	34.684	33.3672
2822	1.38932e+07	33.9625	32.6637
2752	1.38932e+07	33.2605	31.9962
2777	1.38932e+07	32.2855	31.0565
2833	1.38932e+07	32.7275	31.4827
2770	1.38932e+07	33.462	32.1862
2768	1.40247e+07	32.682	31.4365
2778	1.39119e+07	32.513	31.2773
2738	1.39119e+07	32.682	31.4467
2750	1.39119e+07	32.331	31.1078
2750	1.39119e+07	32.331	31.1078
2770	1.39119e+07	32.76	31.5135
2721	1.39119e+07	31.8695	30.6559
2685	1.39119e+07	31.6355	30.4403
2725	1.39119e+07	31.525	30.3324
2739	1.39119e+07	32.448	31.2105
2691	1.39119e+07	31.8695	30.6662
2685	1.39119e+07	31.2845	30.0962
2689	1.39119e+07	31.473	30.276
2659	1.39119e+07	31.265	30.0706
2668	1.39119e+07	31.2	30.0192
2654	1.39119e+07	31.2	30.0192
2596	1.39119e+07	30.5305	29.3671
2654	1.39119e+07	30.4525	29.2952
2687	1.39119e+07	31.1545	29.973
2683	1.39119e+07	31.473	30.2811
2688	1.39119e+07	31.3365	30.1424
2678	1.39119e+07	31.4275	30.2297
2708	1.4007e+07	31.4275	30.2297
2692	1.3894e+07	31.6095	30.4043
2667	1.3894e+07	31.6095	30.4043
2674	1.3894e+07	31.0505	29.86
2702	1.3894e+07	31.408	30.2092
2690	1.3894e+07	31.5965	30.3941
2705	1.3894e+07	31.447	30.2554
2686	1.3894e+07	31.5835	30.3787
2684	1.3894e+07	31.4925	30.2914
2711	1.3894e+07	31.4925	30.2914
2674	1.3894e+07	31.6615	30.4608
2689	1.3894e+07	31.33	30.1322
