scalerS16b	IPM2C21A	IPM2C24A		
3244	1.38204e+07	54.2653	52.644	
3289	1.38204e+07	54.704	51.6838	
3323	1.38204e+07	54.4732	52.4438	
3277	1.38204e+07	54.9738	52.7262	
3286	1.38204e+07	54.6975	52.3051	
3294	1.38204e+07	54.6423	52.3051	
3275	1.38204e+07	55.0648	52.472	
3278	1.38204e+07	54.119	52.0766	
3220	1.38204e+07	54.587	52.205	
3239	1.38204e+07	54.3855	51.4963	
3190	1.38204e+07	53.222	51.1472	
3217	1.38204e+07	53.9175	51.0445	
3223	1.38204e+07	52.611	50.762	
3183	1.36868e+07	53.6348	51.4527	
3183	1.38248e+07	53.326	50.7466	
3172	1.38248e+07	52.9587	50.626	
1214	1.36606e+07	52.9587	50.626	
98	1.36606e+07	52.6435	40.053	
98	1.36606e+07	14.9955	0	
98	1.36606e+07	0	0	
99	1.3748e+07	0	0	
101	1.33978e+07	0	0	
99	1.38082e+07	0	0	
99	1.38082e+07	0	0	
98	1.38082e+07	0	0	
100	1.38082e+07	0	0	
98	1.36702e+07	0	0	
99	1.382e+07	0	0	
100	1.382e+07	0	0	
101	1.37031e+07	0	0	
98	1.38238e+07	0	0	
100	1.38238e+07	0	0	
99	1.38238e+07	0	0	
98	1.38238e+07	0	0	
99	1.38238e+07	0	0	
96	1.38238e+07	0	0	
96	1.38238e+07	0	0	
100	1.38238e+07	0	0	
99	1.38238e+07	0	0	
97	1.37493e+07	0	0	
96	1.37493e+07	0	0	
96	1.37493e+07	0	0	
98	1.37493e+07	0	0	
96	1.38301e+07	0	0	
99	1.38301e+07	0	0	
95	1.38301e+07	0	0	
98	1.38301e+07	0	0	
94	1.38301e+07	0	0	
99	1.38301e+07	0	0	
99	1.38301e+07	0	0	
95	1.38301e+07	0	0	
101	1.38301e+07	0	0	
98	1.38301e+07	0	0	
97	1.38301e+07	0	0	
94	1.29469e+07	0	0	
93	1.38237e+07	0	0	
91	1.38237e+07	0	0	
92	1.38237e+07	0	0	
92	1.36452e+07	0	0	
89	1.38174e+07	0	0	
89	1.38174e+07	0	0	
91	1.38174e+07	0	0	
95	1.38174e+07	0	0	
93	1.38174e+07	0	0	
94	1.38174e+07	0	0	
91	1.38174e+07	0	0	
88	1.38174e+07	0	0	
92	1.38174e+07	0	0	
92	1.38174e+07	0	0	
98	1.38174e+07	0	0	
94	1.38174e+07	0	0	
98	1.38174e+07	0	0	
91	1.38174e+07	0	0	
97	1.38174e+07	0	0	
91	1.38174e+07	0	0	
94	1.38174e+07	0	0	
93	1.38174e+07	0	0	
91	1.38174e+07	0	0	
88	1.33395e+07	0	0	
88	1.33395e+07	0	0	
85	1.38173e+07	0	0	
87	1.38173e+07	0	0	
91	1.38173e+07	0	0	
90	1.38173e+07	0	0	
89	1.38173e+07	0	0	
90	1.38173e+07	0	0	
89	1.38173e+07	0	0	
91	1.38173e+07	0	0	
93	1.38173e+07	0	0	
90	1.38173e+07	0	0	
92	1.38173e+07	0	0	
91	1.38173e+07	0	0	
92	1.38173e+07	0	0	
95	1.38173e+07	0	0	
92	1.38173e+07	0	0	
91	1.38173e+07	0	0	
90	1.38173e+07	0	0	
87	1.38173e+07	0	0	
91	1.38173e+07	0	0	
90	1.38173e+07	0	0	
87	1.38173e+07	0	0	
90	1.36243e+07	0	0	
89	1.38336e+07	0	0	
92	1.35387e+07	0	0	
763	1.33756e+07	0	0	
893	1.38281e+07	0	0.6162	
891	1.38281e+07	1.95	1.5405	
897	1.38281e+07	3.9	3.081	
886	1.38281e+07	7.8	6.162	
893	1.37013e+07	18.2722	15.405	
893	1.37013e+07	20.9196	20.1852	
879	1.38073e+07	21.0405	20.0604	
879	1.38073e+07	13.5083	12.97	
872	1.38073e+07	13.5083	12.8663	
867	1.38073e+07	13.3913	12.7687	
862	1.37296e+07	13.2145	12.5397	
1759	1.37296e+07	13.2145	13.8378	
2397	1.37296e+07	24.6246	35.4397	
2368	1.38012e+07	39.7995	55.9664	
2356	1.38012e+07	57.9215	37.5651	
2348	1.38012e+07	39.0975	37.1825	
2680	1.38012e+07	38.7952	37.2878	
2815	1.38012e+07	41.7007	44.0455	
2850	1.38012e+07	46.9885	44.9133	
3032	1.38012e+07	47.3232	45.4165	
3160	1.33203e+07	48.5518	48.8184	
3145	1.38296e+07	52.325	50.5104	
3164	1.34602e+07	52.7118	50.3461	
3152	1.38189e+07	52.9393	50.6362	
3128	1.33605e+07	52.4517	50.3666	
3146	1.38189e+07	52.5168	50.0431	
3142	1.37223e+07	52.4647	50.3256	
3147	1.3827e+07	52.8353	50.4488	
3197	1.3827e+07	52.4875	50.2973	
3169	1.3827e+07	52.5785	50.8057	
3154	1.3827e+07	53.2577	50.9007	
3149	1.29702e+07	52.806	50.3641	
3171	1.36214e+07	52.5947	50.2768	
3179	1.38153e+07	52.8612	50.8006	
3169	1.38153e+07	52.6532	50.6285	
3180	1.38153e+07	53.053	50.6285	
3180	1.38153e+07	52.9685	50.8391	
3145	1.38153e+07	52.9685	50.4206	
3121	1.38153e+07	52.5492	50.2075	
3172	1.31816e+07	52.117	50.2691	
3156	1.32512e+07	52.8418	50.5361	
3148	1.38263e+07	52.6305	50.3589	
3220	1.33413e+07	52.4972	50.495	
3167	1.37048e+07	53.4755	51.2601	
3176	1.38315e+07	52.9717	50.3204	
3168	1.38315e+07	52.637	50.6106	
3201	1.31147e+07	52.7572	50.6106	
3189	1.37258e+07	53.248	51.1241	
3161	1.31702e+07	53.248	50.6876	
3206	1.37917e+07	52.5363	50.6876	
3184	1.32461e+07	53.5535	51.1574	
3140	1.37191e+07	53.0985	50.7903	
3111	1.38483e+07	52.7572	50.1792	
3105	1.38483e+07	52.169	49.658	
3105	1.38483e+07	51.6685	49.7479	
3095	1.38483e+07	52.143	49.7479	
3140	1.37476e+07	51.7465	49.468	
3158	1.37476e+07	51.8407	50.1253	
3088	1.34448e+07	52.7345	50.5669	
3113	1.31238e+07	52.507	49.7299	
3095	1.3015e+07	51.5287	49.6606	
3105	1.36478e+07	52.0812	49.6606	
3163	1.3004e+07	51.8278	49.7222	
3133	1.38221e+07	52.1203	50.4129	
3145	1.38221e+07	52.9002	50.5053	
3105	1.35844e+07	52.5037	50.2511	
3147	1.33728e+07	52.572	49.9533	
3147	1.33728e+07	52.0552	50.3358	
3144	1.33728e+07	52.676	50.4642	
3145	1.38107e+07	52.5557	50.1304	
3131	1.38107e+07	52.624	50.5361	
3135	1.38107e+07	52.5233	50.246	
3073	1.38107e+07	52.4712	49.7376	
3082	1.34437e+07	51.4118	49.1419	
3068	1.37911e+07	51.5547	49.3191	
3065	1.37911e+07	51.1908	48.9905	
3090	1.37911e+07	51.1322	48.9905	
3196	1.37911e+07	51.4442	49.8994	
3152	1.37911e+07	53.0205	50.9161	
3148	1.37911e+07	52.7637	50.3358	
3065	1.37911e+07	52.403	50.1895	
3093	1.37911e+07	51.7757	48.9956	
3090	1.38942e+07	51.4215	49.3396	
3140	1.37874e+07	51.246	49.486	
3134	1.37874e+07	52.0715	50.2023	
3083	1.37874e+07	52.7313	49.9327	
3092	1.37874e+07	51.3695	49.1959	
3124	1.37874e+07	51.5742	49.3961	
3074	1.37874e+07	52.0747	49.9353	
3141	1.37874e+07	51.285	49.0803	
3106	1.37874e+07	52.2048	50.3127	
3125	1.37874e+07	52.3835	49.7427	
3147	1.37874e+07	51.6717	49.9302	
3125	1.37874e+07	52.4972	50.3718	
3115	1.37874e+07	52.6922	50.2331	
3195	1.33664e+07	52.1365	49.753	
3117	1.38149e+07	52.3932	51.0368	
3146	1.38149e+07	53.2805	50.2075	
3146	1.38149e+07	52.1982	50.2588	
3024	1.38149e+07	52.598	49.5553	
3086	1.38149e+07	50.752	48.934	
3065	1.38149e+07	51.6685	49.7633	
3141	1.38149e+07	51.428	49.3628	
3087	1.38149e+07	52.6143	50.2511	
3088	1.38149e+07	51.844	49.0906	
3111	1.38149e+07	51.6003	50.0765	
3125	1.38149e+07	52.221	50.228	
3076	1.38149e+07	52.6305	50.0688	
3090	1.38149e+07	51.8278	49.5938	
3164	1.35563e+07	51.8895	49.9995	
3111	1.37032e+07	52.871	50.9341	
3108	1.37032e+07	52.8158	50.0791	
3108	1.38337e+07	52.2308	50.0252	
3082	1.34458e+07	52.2308	50.1561	
3075	1.36265e+07	52.3055	49.64	
3077	1.3828e+07	51.6587	49.4809	
3118	1.35917e+07	51.4702	49.4809	
3081	1.29126e+07	52.039	50.1972	
3099	1.37623e+07	52.2925	49.6503	
3052	1.33782e+07	52.078	49.8429	
3095	1.32945e+07	51.7238	49.1419	
3075	1.38213e+07	51.5287	49.7402	
3115	1.38213e+07	51.727	49.3679	
3136	1.38213e+07	51.8993	49.9327	
3112	1.38213e+07	51.9837	50.0483	
3124	1.35741e+07	52.6305	50.2716	
3110	1.29136e+07	51.9025	49.6041	
3097	1.32286e+07	52.182	49.9815	
3063	1.38342e+07	52.182	50.0354	
3063	1.38342e+07	51.6522	48.9905	
3082	1.38342e+07	51.2557	49.183	
3083	1.26147e+07	51.7465	49.6657	
3141	1.3749e+07	51.6133	49.6657	
3108	1.3749e+07	52.3607	50.1458	
3162	1.3749e+07	52.0942	50.3718	
3125	1.32962e+07	53.0465	50.4925	
3153	1.40493e+07	52.247	50.1279	
3067	1.3808e+07	52.5752	50.1279	
3077	1.3808e+07	51.5807	48.9109	
3101	1.3808e+07	51.233	49.0675	
3109	1.3808e+07	51.4735	49.8814	
3100	1.37217e+07	52.0845	49.771	
3083	1.38214e+07	51.922	49.771	
3122	1.38214e+07	51.7497	49.2292	
3105	1.38214e+07	51.7497	49.9481	
3120	1.38214e+07	52.0585	49.7171	
3051	1.38214e+07	52.2535	49.8377	
3097	1.34521e+07	51.194	48.8184	
3125	1.37919e+07	51.4572	49.6477	
3142	1.37919e+07	52.026	50.0791	
3157	1.37919e+07	52.3218	50.1587	
3091	1.37919e+07	52.6662	50.5875	
3094	1.37919e+07	52.4323	49.468	
3053	1.37919e+07	51.467	49.468	
3083	1.37919e+07	51.1452	48.762	
3134	1.37919e+07	51.1452	49.1394	
3099	1.37919e+07	51.4897	49.7684	
3108	1.37919e+07	52.1885	49.5964	
3062	1.35938e+07	51.7205	49.5964	
3055	1.38218e+07	51.909	49.2832	
3055	1.38218e+07	51.0575	48.8544	
3108	1.37454e+07	50.8787	49.3499	
3119	1.37454e+07	51.9058	49.8454	
3145	1.38258e+07	52.0098	49.8454	
3087	1.38258e+07	52.4258	50.2126	
3075	1.37386e+07	51.6717	48.8903	
3090	1.34195e+07	51.0802	49.2061	
3131	1.38314e+07	51.4832	49.3936	
3031	1.38314e+07	52.0357	49.6709	
3095	1.38314e+07	50.9567	48.346	
3035	1.38314e+07	51.2103	49.2036	
3096	1.35636e+07	50.635	48.839	
3080	1.38174e+07	51.6717	49.1933	
3121	1.38174e+07	51.2752	49.0906	
3167	1.38174e+07	51.4215	50.0277	
3093	1.38174e+07	52.9587	50.3153	
3135	1.23109e+07	51.5028	49.4244	
3153	1.22163e+07	52.2697	49.9661	
3107	1.35271e+07	51.7985	50.151	
3101	1.28551e+07	52.5135	49.5502	
3174	1.38013e+07	51.3402	49.4603	
3168	1.3023e+07	52.2113	50.685	
3131	1.38263e+07	53.0335	50.6029	
3138	1.3603e+07	52.546	50.0971	
3162	1.293e+07	52.065	49.9969	
3103	1.36174e+07	52.728	50.6362	
3140	1.38049e+07	52.3672	49.6657	
3151	1.38049e+07	51.9188	49.9558	
3105	1.38049e+07	52.5655	50.5181	
3103	1.27609e+07	52.4615	49.8275	
3151	1.3012e+07	51.7303	49.4423	
3151	1.3012e+07	51.8765	50.2948	
3097	1.36281e+07	52.5005	49.6452	
3107	1.26041e+07	51.6815	49.7145	
3071	1.38086e+07	51.7627	49.2652	
3087	1.38086e+07	51.3337	49.1676	
3092	1.28154e+07	51.3337	49.278	
3156	1.31743e+07	51.7205	49.9276	
3120	1.37971e+07	52.598	50.4077	
3185	1.37971e+07	52.3185	49.979	
3127	1.37971e+07	52.741	50.9905	
3144	1.32055e+07	52.585	49.5425	
3109	1.38086e+07	52.1007	50.5643	
3109	1.38086e+07	52.3055	49.4167	
3171	1.38086e+07	51.5125	50.0611	
3133	1.30716e+07	52.91	50.4796	
3183	1.38187e+07	52.2145	50.0817	
3204	1.36704e+07	52.5233	51.0419	
3146	1.35768e+07	54.0117	51.16	
3335	1.27991e+07	52.4875	50.3281	
3363	1.35612e+07	53.5535	53.4528	
3395	1.38047e+07	56.7645	53.9072	
3419	1.38047e+07	56.3745	54.3232	
3389	1.38843e+07	57.265	54.8957	
3574	1.37491e+07	56.7808	54.3283	
3574	1.3824e+07	57.59	56.693	
3576	1.3824e+07	60.034	57.3246	
3534	1.3824e+07	60.034	57.4838	
3582	1.34077e+07	59.7122	56.7828	
3580	1.31764e+07	59.2248	57.2321	
3677	1.38145e+07	60.0925	57.8201	
3660	1.38145e+07	60.372	58.159	
3660	1.38145e+07	61.646	59.091	
3676	1.38145e+07	61.3405	58.6956	
3629	1.38145e+07	61.4087	58.4286	
3718	1.35443e+07	60.7393	58.8112	
3707	1.38173e+07	62.2668	59.643	
3723	1.38173e+07	62.1237	59.7252	
3752	1.38173e+07	62.517	59.9203	
3782	1.38173e+07	62.8713	60.6135	
3758	1.38173e+07	63.2938	60.403	
3734	1.38173e+07	63.0435	59.9306	
3679	1.3215e+07	62.5267	59.5737	
3726	1.36859e+07	61.7533	59.2425	
3770	1.3814e+07	62.0685	60.1077	
3723	1.34675e+07	63.3003	60.4364	
3759	1.38233e+07	62.8225	59.9126	
3750	1.38233e+07	62.9037	60.6469	
3706	1.38233e+07	63.0467	60.213	
3747	1.38233e+07	62.4422	59.8715	
3771	1.38233e+07	62.92	60.3337	
3795	1.38233e+07	63.0435	60.7804	
3743	1.38233e+07	63.8592	61.0757	
3711	1.38233e+07	63.3522	60.3234	
3721	1.38233e+07	62.9655	60.0179	
3742	1.38233e+07	62.0977	59.7098	
3679	1.38233e+07	63.154	60.3671	
3635	1.38233e+07	62.6372	59.5583	
3680	1.34952e+07	61.8735	58.7187	
3717	1.38288e+07	61.3503	59.317	
3737	1.38288e+07	62.335	60.2002	
3747	1.38288e+07	62.335	59.8998	
3732	1.38288e+07	63.0597	60.2977	
3732	1.38288e+07	63.2775	60.7316	
3766	1.38288e+07	62.8485	60.3157	
3757	1.38288e+07	63.6122	60.9011	
3740	1.33848e+07	63.6122	60.7984	
3749	1.35555e+07	63.154	60.2849	
3715	1.38157e+07	63.154	60.67	
3736	1.37378e+07	62.738	59.625	
3779	1.34193e+07	62.6828	60.4492	
3733	1.37633e+07	63.5115	60.6726	
3746	1.38672e+07	62.8485	60.0025	
3687	1.38672e+07	62.8485	60.0025	
3689	1.38672e+07	62.0718	59.2142	
3719	1.38672e+07	61.9027	59.2733	
3747	1.38672e+07	62.0295	60.0692	
3689	1.38672e+07	63.1507	60.0692	
3775	1.38672e+07	62.0653	59.6995	
3688	1.38672e+07	63.0988	60.4723	
3684	1.38672e+07	62.6307	59.2322	
3838	1.37802e+07	61.62	59.4941	
3758	1.37802e+07	63.4205	61.7176	
3782	1.37802e+07	64.0315	97.3031	
3663	1.37802e+07	63.5407	61.2811	
3709	1.37802e+07	63.3392	59.6841	
3747	1.37802e+07	61.5745	59.8022	
3797	1.37802e+07	62.6665	60.6957	
3800	1.31669e+07	63.7227	61.4454	
3828	1.38206e+07	63.791	61.5635	
3830	1.35189e+07	64.428	62.0462	
3785	1.3441e+07	64.48	62.0462	
3816	1.38197e+07	64.48	61.8305	
3816	1.38197e+07	64.233	61.9332	
3728	1.38197e+07	64.233	61.163	
3712	1.38197e+07	62.7933	59.9049	
3763	1.35311e+07	62.7185	60.9114	
3730	1.37287e+07	63.6155	60.9114	
3761	1.34581e+07	62.9622	60.4646	
3771	1.38175e+07	63.401	61.3684	
3750	1.38175e+07	63.713	60.8652	
3774	1.3509e+07	63.2255	61.0397	
3731	1.38182e+07	63.6772	60.8395	
3740	1.38182e+07	62.907	60.5776	
3671	1.38182e+07	63.063	60.1771	
3629	1.38182e+07	62.0425	59.4787	
3675	1.38182e+07	61.4185	58.9549	
3642	1.35439e+07	61.7857	59.2065	
3683	1.35439e+07	61.1097	59.2065	
3664	1.38248e+07	62.27	59.6533	
3705	1.38248e+07	61.594	59.2579	
3740	1.36694e+07	61.9678	59.9973	
3680	1.38235e+07	62.894	60.4698	
3705	1.38235e+07	62.4	59.5455	
3705	1.29457e+07	62.2537	59.9306	
3689	1.3824e+07	62.2537	60.0076	
3646	1.3824e+07	62.192	59.5917	
3684	1.3824e+07	62.3025	59.3041	
3709	1.36677e+07	61.0578	59.3041	
3721	1.3807e+07	62.4683	60.1719	
3747	1.3807e+07	62.3708	60.0487	
3639	1.3807e+07	63.323	61.3068	
3712	1.31573e+07	62.9427	59.5506	
3659	1.37938e+07	61.464	59.5506	
3659	1.37938e+07	62.5918	59.8227	
3625	1.37938e+07	61.9255	59.1706	
3686	1.03088e+07	61.282	59.2528	
3688	1.27211e+07	62.322	60.0076	
3651	1.35023e+07	62.322	59.5455	
3715	1.37718e+07	61.9385	60.059	
3668	1.37718e+07	62.8355	60.3106	
3656	1.3147e+07	62.3675	59.5352	
3646	1.38269e+07	61.9417	59.4479	
3654	1.18053e+07	61.7077	59.7765	
3691	1.38056e+07	62.127	59.7765	
3691	1.38056e+07	62.5267	60.1052	
3702	1.38056e+07	62.4195	60.2592	
3639	1.38056e+07	62.7705	60.1771	
3678	1.23372e+07	62.1107	59.5095	
3681	1.35045e+07	62.2635	60.1052	
3721	1.27419e+07	62.621	60.1052	
3705	1.38096e+07	62.7445	60.8292	
3680	1.38096e+07	63.3132	60.4595	
3691	1.38096e+07	62.6275	60.0281	
3650	1.38096e+07	62.1823	60.0281	
3644	1.36724e+07	62.465	59.5609	
3693	1.36724e+07	61.7793	59.3503	
3647	1.38337e+07	61.7793	59.9717	
3691	1.3195e+07	62.3252	59.3709	
3586	1.38217e+07	61.9287	60.1154	
3664	1.38217e+07	62.2798	58.7393	
3663	1.38217e+07	60.6742	59.109	
3581	1.3288e+07	62.218	59.756	
3704	1.35335e+07	61.7922	58.4312	
3670	1.35335e+07	60.775	59.5814	
3670	1.35335e+07	62.3545	59.5814	
3712	1.38225e+07	61.9287	59.8638	
3698	1.38225e+07	62.8127	60.4235	
3709	1.38225e+07	62.3903	59.9871	
3669	1.29951e+07	62.4942	59.9871	
3681	1.37796e+07	61.9352	59.263	
3542	1.33607e+07	61.9352	58.9703	
3657	1.32415e+07	59.8975	57.589	
3683	1.21965e+07	61.256	59.2579	
3650	1.38165e+07	61.802	59.5968	
3613	1.38165e+07	61.568	58.7033	
3698	1.38165e+07	60.645	58.5698	
3702	1.34657e+07	61.815	60.0538	
3721	1.36594e+07	62.5007	59.8792	
3665	1.37308e+07	62.5007	60.059	
3617	1.38182e+07	62.1758	59.0576	
3661	1.38182e+07	60.8237	58.6622	
3714	1.36215e+07	61.4608	59.4479	
3726	1.37679e+07	62.2505	60.1668	
3664	1.37679e+07	62.6925	60.3465	
3661	1.347e+07	62.3512	59.5352	
3644	1.38189e+07	61.8117	59.3914	
3716	1.3618e+07	61.8117	59.263	
871	1.32789e+07	61.8768	60.1154	
93	1.38291e+07	53.8363	22.1216	
94	1.38291e+07	1.4235	0	
94	1.34748e+07	0	0	
93	1.37893e+07	0	0	
91	1.36512e+07	0	0	
88	1.37994e+07	0	0	
90	1.37994e+07	0	0	
90	1.37994e+07	0	0	
87	1.37994e+07	0	0	
92	1.37994e+07	0	0	
90	1.37994e+07	0	0	
86	1.37994e+07	0	0	
86	1.2346e+07	0	0	
395	1.38614e+07	0	0	
893	1.35842e+07	0.552786	0.6162	
869	1.38267e+07	1.95	1.5405	
886	1.38267e+07	3.9	3.081	
870	1.38267e+07	7.8	6.162	
873	1.34095e+07	18.2351	15.405	
865	1.38131e+07	20.644	19.7923	
868	1.25706e+07	20.5933	19.7923	
876	1.38136e+07	13.3471	12.6968	
862	1.22544e+07	13.3471	12.6968	
867	1.38526e+07	13.195	12.6968	
863	1.38526e+07	13.4771	12.6968	
1987	1.32332e+07	13.2652	12.972	
2211	1.3826e+07	20.8455	31.3009	
2255	1.3826e+07	36.8212	52.0124	
2267	1.3826e+07	54.821	35.411	
2645	1.36124e+07	37.3978	35.7576	
2682	1.37281e+07	39.5817	41.1134	
2707	1.38197e+07	44.3722	42.315	
3749	1.38197e+07	45.0807	43.039	
3914	1.33451e+07	48.1618	55.8688	
3915	1.38298e+07	65.4355	62.6111	
3900	1.29451e+07	65.637	100.928	
3976	1.36439e+07	65.91	62.8575	
3773	1.303e+07	65.6598	63.9307	
3773	1.303e+07	66.625	62.4775	
3726	1.16489e+07	63.193	60.2798	
3622	1.38238e+07	62.27	58.8112	
3727	1.38238e+07	60.866	59.2374	
3720	1.36425e+07	62.2992	60.1411	
3709	1.38145e+07	62.2992	59.5095	
3721	1.38145e+07	61.958	59.9152	
3706	1.33657e+07	62.192	59.6636	
3704	1.38113e+07	62.036	59.6636	
3715	1.38113e+07	62.036	59.6636	
3740	1.31839e+07	62.1628	59.5095	
3685	1.37773e+07	62.3903	60.4184	
3669	1.37773e+07	62.3903	58.9447	
3701	1.37773e+07	61.1	59.1141	
3723	1.37773e+07	61.9743	59.8484	
3706	1.37773e+07	62.1823	59.9871	
3700	1.37773e+07	62.4618	59.6584	
3734	1.37773e+07	62.0295	59.7817	
3713	1.37773e+07	62.7347	60.2695	
3685	1.37773e+07	62.1887	59.9819	
3637	1.37773e+07	62.1887	59.5146	
3671	1.37773e+07	61.9287	59.0474	
3605	1.37773e+07	61.3535	59.4376	
3754	1.37773e+07	61.2495	58.3695	
3697	1.37773e+07	61.7272	60.4338	
3666	1.37773e+07	62.6242	60.0538	
3650	1.37773e+07	62.1595	59.2682	
3583	1.37773e+07	62.1595	59.7919	
3593	1.37773e+07	61.0448	57.9587	
3580	1.37773e+07	60.2453	58.3285	
3671	1.37773e+07	60.7523	57.9998	
3671	1.37773e+07	60.5832	59.032	
3634	1.37773e+07	62.1432	59.6636	
3635	1.37773e+07	61.2463	58.6776	
3645	1.37773e+07	61.3372	58.8317	
3702	1.33372e+07	61.5518	59.869	
3682	1.38191e+07	62.4357	60.0179	
3616	1.38191e+07	62.3252	59.1193	
3661	1.32804e+07	61.0285	58.8882	
3734	1.38138e+07	61.8117	59.91	
3678	1.38138e+07	62.855	60.6135	
3653	1.38138e+07	62.2017	59.3863	
3686	1.38138e+07	61.7663	59.3863	
3633	1.38138e+07	62.0555	59.5249	
3662	1.38138e+07	61.269	58.8574	
3686	1.37076e+07	61.5127	59.4479	
3673	1.38243e+07	62.322	59.5968	
3734	1.38243e+07	61.8312	59.1295	
4176	1.38243e+07	61.0708	61.2349	
4128	1.38243e+07	68.5068	67.6947	
4196	1.38243e+07	69.9887	66.8988	
4188	1.38243e+07	70.187	67.8642	
4237	1.38243e+07	70.486	67.8077	
4188	1.38243e+07	70.408	68.352	
4259	1.34721e+07	71.7275	68.0747	
4246	1.37457e+07	70.889	68.886	
4248	1.38214e+07	71.539	68.6241	
4225	1.38214e+07	71.539	68.8963	
4244	1.38214e+07	71.539	68.6498	
4260	1.38214e+07	71.2725	68.6498	
4238	1.38214e+07	71.7957	69.1068	
4245	1.30821e+07	71.7957	68.6755	
4245	1.30821e+07	71.4642	68.9836	
4270	1.3822e+07	71.7795	69.1582	
4323	1.34732e+07	72.111	69.6819	
4289	1.34732e+07	72.8097	69.5433	
4288	1.3831e+07	72.4977	69.8976	
4393	1.3831e+07	72.2442	70.103	
4309	1.3831e+07	74.1748	70.9914	
4374	1.3831e+07	72.8877	70.3084	
4387	1.3831e+07	73.84	70.6781	
4342	1.3831e+07	73.7197	71.4741	
4279	1.3831e+07	73.7197	70.0722	
4369	1.3831e+07	72.2605	69.9592	
4313	1.39132e+07	73.7393	71.0684	
4369	1.38163e+07	73.32	70.0311	
4307	1.38163e+07	73.4532	70.9708	
4407	1.38163e+07	73.1055	70.2571	
4342	1.3922e+07	74.3015	71.5562	
4326	1.38297e+07	73.593	70.3084	
4242	1.38297e+07	73.0242	70.3752	
4331	1.38297e+07	72.6927	69.1325	
4367	1.38297e+07	72.8487	70.4573	
4290	1.38297e+07	73.1868	70.9041	
4282	1.38297e+07	73.4142	70.0363	
4341	1.38297e+07	72.6667	69.7025	
4346	1.38297e+07	73.0957	70.7089	
4289	1.38297e+07	73.255	70.5703	
4295	1.38297e+07	73.554	70.0465	
4370	1.38297e+07	72.3613	69.8463	
4280	1.38297e+07	73.4727	71.0376	
4296	1.38297e+07	73.4727	69.6922	
4345	1.38297e+07	72.0102	69.302	
4345	1.38297e+07	72.9885	70.6525	
4401	1.38297e+07	73.736	71.6024	
4423	1.38297e+07	74.4088	71.6538	
4313	1.38297e+07	74.737	71.4638	
4261	1.38297e+07	72.8	68.7474	
4351	1.38297e+07	71.8607	69.9387	
4312	1.38297e+07	73.4987	70.7192	
4284	1.38297e+07	72.969	69.4765	
4250	1.38297e+07	72.2117	69.5638	
4343	1.38297e+07	71.8737	69.0658	
4274	1.38297e+07	73.0242	70.3444	
4304	1.38297e+07	72.4197	69.1993	
4289	1.38297e+07	72.605	70.329	
4319	1.38297e+07	72.7025	69.3995	
4335	1.38297e+07	72.6342	70.1287	
4372	1.38297e+07	72.9235	70.2776	
4336	1.36173e+07	73.476	71.3303	
4316	1.36173e+07	74.282	70.2211	
4262	1.38346e+07	72.5238	70.0722	
4298	1.38346e+07	72.423	69.2403	
4298	1.38346e+07	72.254	69.8463	
4257	1.3496e+07	72.8812	69.8463	
4344	1.37769e+07	72.0752	69.0658	
4333	1.37769e+07	72.5465	70.5395	
4310	1.36495e+07	73.3558	70.5395	
4348	1.38208e+07	73.1803	70.1646	
4293	1.38208e+07	73.1803	70.6268	
4317	1.38208e+07	73.2875	70.139	
4309	1.38208e+07	72.5693	69.8771	
4311	1.38208e+07	73.2777	70.3854	
4246	1.38208e+07	72.4815	69.7949	
4246	1.38208e+07	73.008	69.5382	
4406	1.38208e+07	72.1143	70.6371	
4304	1.38208e+07	74.6622	71.3662	
4251	1.33223e+07	72.6115	69.1684	
4351	1.38134e+07	72.1077	70.37	
4314	1.38134e+07	73.6157	70.0979	
4345	1.38134e+07	73.0892	71.0889	
4261	1.38134e+07	73.788	69.6614	
4312	1.38134e+07	72.1955	69.8	
4313	1.38134e+07	72.917	70.293	
4311	1.38134e+07	73.0762	69.9182	
4316	1.33811e+07	72.735	69.8565	
4304	1.32815e+07	72.7903	70.3444	
4182	1.3831e+07	73.1705	69.9644	
4253	1.3831e+07	71.331	67.8179	
4356	1.3831e+07	71.7925	69.4098	
4231	1.3831e+07	72.683	70.6833	
4316	1.3831e+07	72.683	69.1171	
4267	1.3831e+07	72.4067	70.2673	
4283	1.3831e+07	72.9625	69.5279	
4180	1.3831e+07	71.9843	69.646	
4303	1.3831e+07	71.8932	68.0593	
4287	1.3831e+07	71.214	69.8514	
4380	1.3831e+07	73.1022	69.6101	
4347	1.3831e+07	72.6537	70.8476	
4388	1.34751e+07	73.866	70.6422	
4267	1.38307e+07	74.0902	71.4792	
4323	1.38307e+07	73.2582	69.3071	
4268	1.38307e+07	72.163	70.0517	
4351	1.38307e+07	72.6505	69.2711	
4289	1.38307e+07	71.7892	69.7179	
4289	1.38307e+07	73.32	69.8103	
4354	1.38307e+07	72.5107	70.3392	
4227	1.38307e+07	73.0145	69.1941	
4239	1.38307e+07	71.396	68.6036	
4261	1.38307e+07	71.4935	68.7987	
4267	1.38307e+07	72.02	69.6973	
4271	1.38307e+07	71.8802	68.8193	
4268	1.38307e+07	72.0232	69.1479	
4313	1.38307e+07	71.8412	69.2301	
4360	1.38307e+07	72.6472	70.7089	
4355	1.38307e+07	73.7327	70.6062	
